"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"25101","서울특별시 양천구 신월동","13-27","0013","0027","지오빌C","36.0400","23.6000","202505","08","20,000","2","개인","개인","2012","화곡로3가길 2-1","-","중개거래","서울 강서구, 서울 양천구","25.08.25"
"25102","서울특별시 영등포구 신길동","4032","4032","0000","디자인하우스A동","55.3000","26.6800","202505","08","38,500","4","개인","개인","2003","신풍로12나길 23","-","중개거래","서울 영등포구","25.07.30"
"25103","서울특별시 강서구 화곡동","465-1","0465","0001","삼우","59.6500","34.1000","202505","08","55,550","4","공공기관","법인","2025","곰달래로49길 120","-","직거래","-","25.05.19"
"25104","서울특별시 강서구 화곡동","465-1","0465","0001","삼우","59.1300","33.8000","202505","08","49,300","6","공공기관","법인","2025","곰달래로49길 120","-","직거래","-","25.05.19"
"25105","서울특별시 강서구 화곡동","465-1","0465","0001","삼우","74.9800","42.8600","202505","08","56,800","6","공공기관","법인","2025","곰달래로49길 120","-","직거래","-","25.05.19"
"25106","서울특별시 강서구 화곡동","465-1","0465","0001","삼우","48.1800","27.5400","202505","08","41,750","5","공공기관","법인","2025","곰달래로49길 120","-","직거래","-","25.05.19"
"25107","서울특별시 강서구 화곡동","465-1","0465","0001","삼우","53.3600","30.5000","202505","08","44,900","5","공공기관","법인","2025","곰달래로49길 120","-","직거래","-","25.05.19"
"25108","서울특별시 강서구 화곡동","465-1","0465","0001","삼우","56.7400","32.4300","202505","08","46,550","5","공공기관","법인","2025","곰달래로49길 120","-","직거래","-","25.05.19"
"25109","서울특별시 강서구 화곡동","465-1","0465","0001","삼우","53.6600","30.6700","202505","08","45,950","5","공공기관","법인","2025","곰달래로49길 120","-","직거래","-","25.05.19"
"25110","서울특별시 강서구 화곡동","465-1","0465","0001","삼우","47.2600","27.0200","202505","08","45,150","4","공공기관","법인","2025","곰달래로49길 120","-","직거래","-","25.05.19"
"25111","서울특별시 도봉구 창동","263-5","0263","0005","스페이스플러스5","41.2700","27.3800","202505","08","28,000","4","개인","개인","2016","해등로16다길 5","-","중개거래","서울 도봉구","25.08.25"
"25112","서울특별시 은평구 신사동","8-55","0008","0055","가든(8-55)","37.3100","18.1900","202505","08","13,500","1","개인","개인","1993","갈현로2가길 4-1","-","중개거래","서울 은평구","25.05.14"
"25113","서울특별시 은평구 녹번동","126-12","0126","0012","태경쉐르빌(126-12)","59.5400","40.6500","202505","08","48,500","2","개인","개인","2014","녹번로3가길 26","-","중개거래","서울 은평구","25.08.08"
"25114","서울특별시 노원구 상계동","434-39","0434","0039","광성빌라","38.4300","21.9100","202505","08","16,000","1","개인","개인","1993","한글비석로47길 78-8","-","중개거래","서울 노원구","25.07.28"
"25115","서울특별시 노원구 월계동","392-48","0392","0048","유림하이츠빌라","31.9200","18.0000","202505","08","20,000","3","개인","개인","1993","광운로7길 18-16","-","중개거래","서울 노원구","25.06.30"
"25116","서울특별시 은평구 불광동","8-54","0008","0054","청송하이츠맨션","51.2800","21.2000","202505","08","26,000","1","개인","개인","1999","불광로6길 13","20250520","중개거래","서울 은평구","-"
"25117","서울특별시 마포구 염리동","9-11","0009","0011","앰버하우스17차","29.8600","22.1500","202505","08","70,000","3","개인","개인","2021","숭문16길 14-21","-","직거래","-","25.06.16"
"25118","서울특별시 서대문구 북가좌동","313-19","0313","0019","신안휴먼타운","29.9800","19.0800","202505","08","22,000","2","개인","법인","2019","거북골로20길 43-13","-","직거래","-","25.05.20"
"25119","서울특별시 마포구 망원동","57-191","0057","0191","(57-191)","48.6000","26.7500","202505","08","37,000","2","개인","개인","1993","월드컵로19길 66","-","직거래","-","25.05.28"
"25120","서울특별시 양천구 신정동","117-12","0117","0012","스위트드림하우스","54.5000","33.2800","202505","08","43,000","2","개인","개인","2014","신목로6길 31","-","중개거래","서울 양천구","25.08.04"
"25121","서울특별시 마포구 용강동","149-40","0149","0040","용강동다세대주택","56.0400","31.6300","202505","08","70,000","2","개인","개인","2004","대흥로4길 28","-","중개거래","서울 마포구","25.10.02"
"25122","서울특별시 은평구 불광동","228-54","0228","0054","삼아리츠빌(가동)","56.3700","27.1791","202505","08","43,000","1","개인","개인","2002","불광로13가길 23-2","-","중개거래","서울 은평구","-"
"25123","서울특별시 양천구 신정동","925-50","0925","0050","위하우스B동","25.0000","15.5600","202505","08","36,300","5","개인","법인","2022","은행정로17길 43","-","중개거래","서울 강남구","25.08.04"
"25124","서울특별시 양천구 목동","318-75","0318","0075","럭키그린빌","67.4600","31.9500","202505","08","13,500","-1","개인","개인","1998","목동중앙본로7가길 81","-","중개거래","경기 광명시","25.08.29"
"25125","서울특별시 은평구 불광동","16-123","0016","0123","(16-123)","35.7300","26.8000","202505","08","28,500","-1","개인","개인","1987","불광로 156-8","-","중개거래","서울 은평구","25.05.23"
"25126","서울특별시 은평구 불광동","8-54","0008","0054","청송하이츠맨션","51.2800","21.2000","202505","08","26,000","1","개인","개인","1999","불광로6길 13","-","중개거래","서울 은평구","25.07.31"
"25127","서울특별시 마포구 성산동","39-9","0039","0009","센텀시티","44.1700","29.6400","202505","08","49,000","2","개인","개인","2018","월드컵북로11길 25","-","중개거래","서울 마포구","25.05.28"
"25128","서울특별시 양천구 목동","506-6","0506","0006","서경목동클래스","29.7400","21.1700","202505","08","27,990","3","개인","법인","2023","목동중앙본로 115","-","직거래","-","25.06.09"
"25129","서울특별시 양천구 목동","805-7","0805","0007","해바라기빌라(805-7)","54.2900","35.2200","202505","08","30,000","4","개인","개인","2003","목동중앙서로6길 20-25","-","중개거래","서울 금천구, 서울 양천구","25.07.24"
"25130","서울특별시 마포구 성산동","3-39","0003","0039","동양하우징","40.4300","24.7900","202505","08","50,000","2","개인","개인","2017","연남로13길 31","-","중개거래","대구 동구, 서울 마포구","25.08.08"
"25131","서울특별시 노원구 상계동","197-3","0197","0003","한윤파이낸스","56.1100","27.7500","202505","08","26,380","3","개인","법인","2019","노원로26길 39","-","직거래","-","25.07.07"
"25132","서울특별시 은평구 구산동","178-32","0178","0032","DH팰리스","29.9800","18.5200","202505","08","19,800","5","개인","개인","2015","갈현로15길 20","-","중개거래","서울 은평구","25.07.04"
"25133","서울특별시 마포구 성산동","3-39","0003","0039","동양하우징","40.4300","24.7900","202505","08","50,000","2","개인","개인","2017","연남로13길 31","20250512","중개거래","대구 동구, 서울 마포구","-"
"25134","서울특별시 서대문구 남가좌동","73-23","0073","0023","청마스마트빌","59.9500","45.1900","202505","08","43,000","4","개인","개인","2016","가재울로8길 5-36","-","중개거래","서울 서대문구","25.07.04"
"25135","서울특별시 노원구 상계동","197-3","0197","0003","한윤파이낸스","56.1100","27.7500","202505","08","25,500","5","개인","법인","2019","노원로26길 39","-","직거래","-","25.07.01"
"25136","서울특별시 도봉구 방학동","715-21","0715","0021","홍진맨션A동","60.4800","31.8600","202505","08","23,000","1","개인","개인","1995","도봉로150바길 12","-","중개거래","서울 도봉구","25.07.31"
"25137","서울특별시 은평구 역촌동","67-51","0067","0051","하나주택2차","55.7800","25.6800","202505","08","16,000","3","개인","개인","1992","연서로5길 25","-","중개거래","서울 은평구","25.07.07"
"25138","서울특별시 강북구 수유동","397-14","0397","0014","제이에이치파빌리온2","59.9000","35.3900","202505","08","39,000","2","개인","개인","2022","삼양로95길 7-4","-","직거래","-","-"
"25139","서울특별시 강북구 수유동","410-50","0410","0050","스타시티빌","42.2600","25.6500","202505","08","16,700","5","개인","개인","2015","인수봉로 213","-","중개거래","서울 강북구","25.05.09"
"25140","서울특별시 강북구 수유동","440-53","0440","0053","예움하우스(440-53)","52.3700","30.2100","202505","08","21,000","3","개인","개인","2017","인수봉로 185-14","-","중개거래","서울 강북구","25.08.26"
"25141","서울특별시 강북구 수유동","280-21","0280","0021","한신빌라B동","37.6200","18.9200","202505","08","12,300","1","개인","개인","1994","4.19로 15-8","-","직거래","-","25.05.22"
"25142","서울특별시 마포구 합정동","437-28","0437","0028","진성르네상스","15.7500","10.3125","202505","08","22,600","3","개인","개인","2011","포은로2가길 20","-","중개거래","서울 마포구","25.05.30"
"25143","서울특별시 은평구 역촌동","26-27","0026","0027","한경내담채(26-27)","28.5700","19.7600","202505","08","24,800","6","개인","개인","2017","진흥로7가길 4-2","-","중개거래","서울 은평구","25.06.18"
"25144","서울특별시 은평구 불광동","244-126","0244","0126","(244-126)","48.3600","30.1600","202505","08","54,400","-1","개인","개인","1992","통일로68가길 25-1","-","중개거래","서울 은평구","25.06.27"
"25145","서울특별시 마포구 당인동","12-22","0012","0022","(12-22)","32.5600","24.7500","202505","08","48,500","1","개인","개인","1990","독막로12길 46","-","중개거래","서울 마포구","25.05.09"
"25146","서울특별시 마포구 대흥동","371","0371","0000","대흥모두가","28.6400","18.7598","202505","08","29,000","5","개인","개인","2016","독막로38길 17","-","중개거래","서울 마포구","25.08.22"
"25147","서울특별시 은평구 응암동","594-80","0594","0080","오롯이빌","29.3600","17.5777","202505","08","22,000","6","개인","법인","2020","응암로 163-23","-","직거래","-","25.05.20"
"25148","서울특별시 마포구 염리동","9-87","0009","0087","골드하우스","17.9800","13.8800","202505","08","70,000","2","개인","개인","2021","대흥로30길 36-36","-","중개거래","서울 마포구","25.07.04"
"25149","서울특별시 노원구 상계동","197-3","0197","0003","한윤파이낸스","55.0600","27.2300","202505","08","25,020","5","개인","법인","2019","노원로26길 39","-","직거래","-","25.05.28"
"25150","서울특별시 은평구 녹번동","141-96","0141","0096","천금빌라(141-96)","33.8700","25.8400","202505","08","29,000","1","개인","개인","1986","진흥로 138-17","-","직거래","-","25.05.23"
"25151","서울특별시 동대문구 휘경동","293-39","0293","0039","(293-39)","13.0800","11.0000","202505","08","20,000","3","개인","법인","2011","망우로18가길 82","-","직거래","-","25.05.13"
"25152","서울특별시 종로구 홍지동","38","0038","0000","후박빌라","82.7100","96.0000","202505","08","22,000","-1","개인","개인","1991","홍지문1길 16","-","중개거래","서울 종로구","25.06.16"
"25153","서울특별시 중랑구 중화동","327-101","0327","0101","세종에코그린(327-101)","17.1600","10.4000","202505","08","24,000","2","개인","개인","2015","동일로123길 101","-","중개거래","서울 중랑구","25.05.12"
"25154","서울특별시 성북구 장위동","246-65","0246","0065","삼성하이츠빌(246-65)","63.1200","32.8100","202505","08","56,000","4","개인","개인","2002","장월로6길 15","-","중개거래","서울 성북구, 서울 용산구","25.08.14"
"25155","서울특별시 동대문구 장안동","453-11","0453","0011","아성뜨란채","38.0000","22.2900","202505","08","35,000","4","개인","개인","2017","천호대로91길 20","-","중개거래","서울 강남구","25.07.11"
"25156","서울특별시 동대문구 장안동","218-22","0218","0022","올림푸스","41.3800","24.7099","202505","08","34,500","3","개인","개인","2016","장한로5길 69-6","-","중개거래","서울 동대문구","25.06.27"
"25157","서울특별시 광진구 중곡동","253-32","0253","0032","THEHEAVEN","30.9600","19.9000","202505","08","37,000","2","개인","개인","2017","동일로66길 19","-","중개거래","서울 강남구","25.08.22"
"25158","서울특별시 성동구 용답동","32-20","0032","0020","더반스빌","23.2200","15.4700","202505","08","47,000","5","개인","개인","2023","용답23나길 16","-","중개거래","서울 성동구","25.08.21"
"25159","서울특별시 중구 예장동","1-170","0001","0170","엔파크빌","29.8200","23.5000","202505","08","28,400","2","개인","개인","2018","필동로8길 35","-","중개거래","서울 중구","25.05.14"
"25160","서울특별시 중랑구 면목동","620-7","0620","0007","현대하이츠빌가동","56.9100","30.8490","202505","08","34,000","2","개인","개인","2003","면목로38나길 38","-","중개거래","서울 중랑구","25.07.18"
"25161","서울특별시 성북구 장위동","230-130","0230","0130","동해빌라트B동","41.8900","25.4500","202505","08","28,800","1","개인","개인","1997","장위로 33-15","-","중개거래","서울 성북구","25.09.24"
"25162","서울특별시 광진구 자양동","653-27","0653","0027","다솜","44.3800","29.5900","202505","08","40,000","3","개인","개인","2009","뚝섬로57가길 27-4","-","중개거래","서울 광진구","25.07.23"
"25163","서울특별시 광진구 자양동","603-27","0603","0027","청구빌라(603-27)","22.6800","16.5290","202505","08","44,500","4","개인","개인","2007","뚝섬로48길 6","-","중개거래","서울 광진구","25.07.10"
"25164","서울특별시 광진구 군자동","27-13","0027","0013","그리미아빌","75.4500","41.4000","202505","08","40,000","5","개인","개인","2000","능동로27가길 15","-","중개거래","서울 광진구","25.07.03"
"25165","서울특별시 종로구 숭인동","581","0581","0000","21스타캐슬","59.7500","40.9800","202505","08","47,000","1","개인","법인","2021","숭인동2길 29-10","-","직거래","-","-"
"25166","서울특별시 광진구 중곡동","340-41","0340","0041","대원스마트빌(340-41)","46.2800","27.4300","202505","08","48,000","5","개인","개인","2015","능동로44길 35","-","중개거래","서울 광진구","25.08.08"
"25167","서울특별시 용산구 서계동","33-56","0033","0056","서계라온펠리체","27.8300","16.5000","202505","08","72,000","4","개인","개인","2023","청파로85가길 10-4","-","중개거래","서울 강동구","25.07.25"
"25168","서울특별시 중랑구 중화동","328-35","0328","0035","더갤러리","27.3400","16.5700","202505","08","33,000","3","개인","개인","2016","중랑천로 158","-","중개거래","서울 중랑구","25.07.17"
"25169","서울특별시 용산구 청파동3가","109-3","0109","0003","경성빌리지","84.8700","50.6100","202505","07","94,000","4","법인","개인","2002","청파로47길 47-5","-","중개거래","서울 용산구","25.07.14"
"25170","서울특별시 광진구 광장동","117","0117","0000","이성리베바움","35.2400","14.5050","202505","07","44,500","4","개인","개인","2013","아차산로78길 47","-","직거래","-","25.08.01"
"25171","서울특별시 용산구 원효로3가","232-2","0232","0002","근영파크빌","23.5300","17.8600","202505","07","62,000","2","개인","개인","2020","원효로19가길 13-2","-","중개거래","서울 용산구","25.06.12"
"25172","서울특별시 중랑구 중화동","456","0456","0000","주함해븐빌","52.4800","33.9300","202505","07","45,300","6","개인","개인","2015","동일로124길 65","-","중개거래","서울 중랑구","25.07.21"
"25173","서울특별시 중랑구 중화동","90-3","0090","0003","포엠빌7차","29.3400","23.3600","202505","07","28,000","2","개인","법인","2022","봉화산로 83-11","-","중개거래","서울 중랑구","25.06.05"
"25174","서울특별시 용산구 청파동1가","89-27","0089","0027","다인빌라(89-27)","31.3100","23.1400","202505","07","57,000","1","개인","개인","2007","효창원로86다길 29","-","중개거래","서울 강동구, 서울 용산구","25.05.26"
"25175","서울특별시 용산구 청파동2가","60-7","0060","0007","청파신비빌A","29.7000","19.8500","202505","07","38,300","4","개인","개인","2019","청파로47다길 26","-","중개거래","서울 용산구","25.09.01"
"25176","서울특별시 용산구 청파동3가","109-3","0109","0003","경성빌리지","129.1000","76.9000","202505","07","143,000","2","법인","개인","2002","청파로47길 47-5","-","중개거래","서울 용산구","25.07.14"
"25177","서울특별시 용산구 청파동3가","109-3","0109","0003","경성빌리지","106.1500","63.2500","202505","07","118,000","3","법인","개인","2002","청파로47길 47-5","-","중개거래","서울 용산구","25.07.14"
"25178","서울특별시 광진구 능동","380","0380","0000","대명이튼캐슬","43.4800","36.6900","202505","07","56,750","4","개인","개인","2019","천호대로112길 68","-","중개거래","서울 광진구","25.06.27"
"25179","서울특별시 강북구 미아동","791-1544","0791","1544","예담빌리지","50.9300","29.6900","202505","07","20,500","2","개인","개인","2017","솔매로10길 14","-","직거래","-","25.05.09"
"25180","서울특별시 성북구 종암동","1-10","0001","0010","종암힐스톤","54.9200","35.3300","202505","07","45,000","4","개인","개인","2015","월곡로10길 42","-","중개거래","서울 성북구","25.08.04"
"25181","서울특별시 광진구 중곡동","234-47","0234","0047","태라(중곡)","58.1600","39.5000","202505","07","57,000","3","개인","개인","2022","긴고랑로3길 3","-","직거래","-","25.09.01"
"25182","서울특별시 성동구 행당동","313-30","0313","0030","행당더힐","29.0100","17.9500","202505","07","51,500","3","개인","개인","2023","행당로11길 10","-","중개거래","서울 성동구","25.06.10"
"25183","서울특별시 종로구 평창동","177-1","0177","0001","롯데빌라","121.4700","154.3000","202505","07","85,000","2","개인","개인","1993","평창12길 16-3","-","중개거래","서울 강남구","25.08.01"
"25184","서울특별시 종로구 평창동","177-1","0177","0001","롯데빌라","121.4700","154.3000","202505","07","85,000","2","개인","개인","1993","평창12길 16-3","20250507","중개거래","서울 강남구","-"
"25185","서울특별시 중구 신당동","432-1629","0432","1629","와이엘빌딩(YLB/D)","29.8300","17.0000","202505","07","32,500","5","개인","개인","2013","동호로17길 283","-","중개거래","서울 중구","25.05.29"
"25186","서울특별시 중구 신당동","432-1629","0432","1629","와이엘빌딩(YLB/D)","22.6500","12.9100","202505","07","18,500","5","개인","개인","2013","동호로17길 283","20250530","중개거래","서울 중구","-"
"25187","서울특별시 중구 필동3가","55-13","0055","0013","(55-13)","35.9100","35.3160","202505","07","31,000","2","개인","개인","1986","필동로 41-5","-","중개거래","서울 중구","25.05.09"
"25188","서울특별시 동대문구 회기동","103-259","0103","0259","석문","69.9600","50.0850","202505","07","32,000","3","개인","개인","1991","회기로12나길 8","-","중개거래","서울 동대문구","25.07.31"
"25189","서울특별시 중랑구 신내동","493-132","0493","0132","동원팰리스3차","20.5200","13.9600","202505","07","30,000","6","개인","개인","2023","송림길 54","-","직거래","-","-"
"25190","서울특별시 성동구 마장동","796-1","0796","0001","Bella","29.9800","21.9000","202505","07","39,700","2","개인","개인","2016","마조로 72","-","중개거래","서울 성동구","25.07.22"
"25191","서울특별시 광진구 구의동","210-10","0210","0010","삼원펠릭스","40.3700","28.2460","202505","07","49,200","5","개인","개인","2017","광나루로52길 64-3","-","중개거래","서울 광진구","25.07.31"
"25192","서울특별시 광진구 구의동","66-76","0066","0076","개성하이빌","35.3600","27.5400","202505","07","45,000","5","개인","개인","2015","광나루로37길 16","-","중개거래","서울 광진구","25.07.31"
"25193","서울특별시 광진구 구의동","208-37","0208","0037","테라리움구의","39.4500","28.7500","202505","07","33,300","3","개인","법인","2018","광나루로44길 51-8","-","중개거래","서울 광진구","25.05.12"
"25194","서울특별시 성동구 하왕십리동","970-79","0970","0079","더화이트왕십리1차","20.5500","20.2900","202505","07","45,000","2","개인","개인","2023","무학봉25길 5-8","-","직거래","-","25.06.02"
"25195","서울특별시 중랑구 면목동","1090-2","1090","0002","(1090-2)","42.5300","23.1250","202505","07","35,100","4","개인","법인","2022","면목로44길 50","-","직거래","-","25.07.14"
"25196","서울특별시 중랑구 면목동","86-7","0086","0007","미래하이츠","37.0800","23.0270","202505","07","40,500","3","개인","개인","2013","상봉로15나길 31","-","중개거래","서울 중랑구","25.06.10"
"25197","서울특별시 성동구 마장동","767-56","0767","0056","미성주택","73.7100","84.1000","202505","07","65,000","1","개인","개인","1985","마장로35길 108","-","중개거래","서울 성동구","25.07.11"
"25198","서울특별시 용산구 서계동","33-56","0033","0056","서계라온펠리체","29.8400","18.0000","202505","07","82,000","3","개인","개인","2023","청파로85가길 10-4","-","중개거래","서울 마포구","25.06.30"
"25199","서울특별시 용산구 용문동","38-173","0038","0173","서현하우스","12.1500","7.8000","202505","07","25,000","3","개인","개인","2012","효창원로37나길 5","-","중개거래","서울 용산구","26.01.05"
"25200","서울특별시 광진구 자양동","688-4","0688","0004","미성빌라","59.4800","32.6300","202505","07","54,500","-1","개인","개인","1992","뚝섬로64길 44","-","직거래","-","25.06.04"
"25201","서울특별시 중랑구 묵동","238-25","0238","0025","토토에코하우스","28.1100","17.8900","202505","07","23,000","2","개인","개인","2015","중랑역로 214","-","중개거래","서울 중랑구","25.06.20"
"25202","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","27.3000","16.7810","202505","07","33,215","5","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25203","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","25.5100","15.6810","202505","07","32,130","5","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25204","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","27.3000","16.7810","202505","07","32,885","2","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25205","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","25.4200","15.6260","202505","07","31,685","2","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25206","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","28.1200","17.2850","202505","07","34,345","2","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25207","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","28.5900","17.5770","202505","07","34,715","2","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25208","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","25.5100","15.6810","202505","07","31,795","2","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25209","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","25.4200","15.6260","202505","07","32,020","3","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25210","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","28.1200","17.2850","202505","07","34,685","3","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25211","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","27.3000","16.7810","202505","07","33,215","3","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25212","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","28.5900","17.5770","202505","07","35,060","3","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25213","서울특별시 구로구 신도림동","292-214","0292","0214","신원연립가동,나동","62.0800","55.5000","202505","07","60,000","1","개인","개인","1980","신도림로11나길 11","-","중개거래","서울 구로구","25.07.30"
"25214","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","25.5100","15.6810","202505","07","32,130","3","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25215","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","28.1200","17.2850","202505","07","34,685","4","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25216","서울특별시 강서구 방화동","583-2","0583","0002","삼일빌라나","47.2800","27.2200","202505","07","22,000","2","개인","개인","1991","양천로14길 95-11","-","직거래","-","25.06.27"
"25217","서울특별시 강서구 화곡동","102-312","0102","0312","더클래식","27.8800","18.2840","202505","07","20,500","4","개인","개인","2018","까치산로4길 101-9","20250522","직거래","-","-"
"25218","서울특별시 강서구 화곡동","861-28","0861","0028","한솔빌리지C","56.8800","28.6750","202505","07","20,300","5","개인","개인","2003","곰달래로37길 12-14","-","중개거래","서울 강서구","25.05.19"
"25219","서울특별시 강서구 화곡동","866-14","0866","0014","성우하이츠빌라","53.1500","23.3000","202505","07","18,600","3","개인","개인","2002","곰달래로49길 59","-","중개거래","서울 강서구","25.07.15"
"25220","서울특별시 강서구 화곡동","366-17","0366","0017","새한하이츠빌라","57.7000","31.9000","202505","07","17,600","-1","개인","개인","1996","가로공원로76가길 49","-","중개거래","서울 강서구","25.07.14"
"25221","서울특별시 강서구 화곡동","359-5","0359","0005","더원","26.3000","15.9600","202505","07","28,000","4","개인","개인","2022","월정로28길 24","-","중개거래","서울 강서구","25.07.15"
"25222","서울특별시 강서구 화곡동","808-11","0808","0011","아르떼빌","50.8100","17.1712","202505","07","30,300","5","개인","개인","2017","등촌로13길 41-7","20250520","중개거래","서울 양천구","-"
"25223","서울특별시 강서구 화곡동","59-32","0059","0032","대동빌라(59-32)","39.3700","28.6600","202505","07","22,500","3","개인","개인","2018","까치산로10길 57-17","-","중개거래","서울 강서구","25.06.04"
"25224","서울특별시 강서구 화곡동","808-11","0808","0011","아르떼빌","50.8100","30.1400","202505","07","30,300","5","개인","개인","2017","등촌로13길 41-7","-","중개거래","서울 양천구","25.06.09"
"25225","서울특별시 강서구 화곡동","392-75","0392","0075","신원센스빌(392-75)","35.5900","19.7400","202505","07","19,000","3","개인","개인","2010","강서로16길 44-46","-","중개거래","서울 강서구","25.06.26"
"25226","서울특별시 강서구 화곡동","102-312","0102","0312","더클래식","33.8900","22.2270","202505","07","27,500","6","개인","개인","2018","까치산로4길 101-9","-","직거래","-","25.05.14"
"25227","서울특별시 구로구 오류동","271-16","0271","0016","예다지","50.5800","40.4590","202505","07","27,000","2","개인","개인","2020","서해안로 2228","-","중개거래","서울 구로구","25.06.04"
"25228","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","27.3000","16.7810","202505","07","33,215","4","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25229","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","28.5900","17.5770","202505","07","35,060","4","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25230","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","25.5100","15.6810","202505","07","32,130","4","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25231","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","25.4200","15.6260","202505","07","32,020","5","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25232","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","28.1200","17.2850","202505","07","34,685","5","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25233","서울특별시 동작구 상도동","299-127","0299","0127","원천빌(299-127)","81.4300","41.3600","202505","07","40,000","4","개인","개인","2012","국사봉10길 36","-","중개거래","서울 동작구","-"
"25234","서울특별시 동작구 신대방동","617-3","0617","0003","성현","51.7600","37.0000","202505","07","75,500","5","개인","개인","2013","신대방6길 10","-","중개거래","서울 동대문구, 서울 동작구","25.06.02"
"25235","서울특별시 동작구 상도동","198-31","0198","0031","대왕빌(198-31)","42.1400","19.8300","202505","07","46,800","1","개인","개인","2011","성대로29길 33","-","중개거래","서울 동작구","25.08.29"
"25236","서울특별시 영등포구 영등포동6가","121-6","0121","0006","현대하이츠","29.0100","14.2300","202505","07","30,500","8","개인","개인","2018","영신로40길 7","-","중개거래","서울 영등포구","25.06.25"
"25237","서울특별시 영등포구 대림동","729-1","0729","0001","미래하이츠","28.5900","17.5770","202505","07","35,060","5","공공기관","법인","2025","대림로31길 25","-","직거래","-","25.05.13"
"25238","서울특별시 강서구 내발산동","681","0681","0000","천우하이빌","62.2000","30.0100","202505","07","28,000","4","개인","개인","2002","공항대로36가길 53","-","중개거래","서울 강서구","25.08.08"
"25239","서울특별시 동작구 사당동","175-37","0175","0037","한진타운8차","69.0100","31.2340","202505","07","41,000","1","개인","개인","2003","사당로23바길 30-5","-","중개거래","서울 동작구","25.07.11"
"25240","서울특별시 송파구 삼전동","61-1","0061","0001","(61-1)","29.1300","18.1300","202505","07","52,000","4","개인","법인","2022","백제고분로28길 6-9","-","중개거래","서울 강남구","25.07.08"
"25241","서울특별시 송파구 송파동","86-9","0086","0009","대영하이츠빌","53.9000","24.8500","202505","07","43,000","5","개인","개인","2002","송파대로42길 17","-","중개거래","서울 송파구","25.07.30"
